Gene_ID	Gene_ID_new	ko	pathway
TRINITY_DN15900_c0_g1	11861	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN20928_c0_g1	3570	ko00300	Lysine biosynthesis
TRINITY_DN20928_c0_g1	3570	ko01100	Metabolic pathways
TRINITY_DN20928_c0_g1	3570	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN20928_c0_g1	3570	ko01230	Biosynthesis of amino acids
TRINITY_DN42783_c0_g1	8617	ko04075	Plant hormone signal transduction
TRINITY_DN20415_c1_g1	9541	ko00630	Glyoxylate and dicarboxylate metabolism
TRINITY_DN20415_c1_g1	9541	ko01100	Metabolic pathways
TRINITY_DN20415_c1_g1	9541	ko04146	Peroxisome
TRINITY_DN17919_c0_g1	9894	ko04016	MAPK signaling pathway - plant
TRINITY_DN23837_c0_g1	8914	ko00053	Ascorbate and aldarate metabolism
TRINITY_DN23837_c0_g1	8914	ko01100	Metabolic pathways
TRINITY_DN23785_c1_g1	1430	ko03030	DNA replication
TRINITY_DN23785_c1_g1	1430	ko03420	Nucleotide excision repair
TRINITY_DN23785_c1_g1	1430	ko03430	Mismatch repair
TRINITY_DN23785_c1_g1	1430	ko03440	Homologous recombination
TRINITY_DN196044_c0_g1	12510	ko01100	Metabolic pathways
TRINITY_DN17563_c0_g1	11541	ko00230	Purine metabolism
TRINITY_DN17563_c0_g1	11541	ko00240	Pyrimidine metabolism
TRINITY_DN17563_c0_g1	11541	ko00500	Starch and sucrose metabolism
TRINITY_DN17563_c0_g1	11541	ko00740	Riboflavin metabolism
TRINITY_DN17563_c0_g1	11541	ko00760	Nicotinate and nicotinamide metabolism
TRINITY_DN17563_c0_g1	11541	ko00770	Pantothenate and CoA biosynthesis
TRINITY_DN17563_c0_g1	11541	ko01100	Metabolic pathways
TRINITY_DN313_c0_g1	10316	ko00073	Cutin, suberine and wax biosynthesis
TRINITY_DN313_c0_g1	10316	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN7740_c0_g1	5513	ko00970	Aminoacyl-tRNA biosynthesis
TRINITY_DN247372_c0_g1	13671	ko03030	DNA replication
TRINITY_DN247372_c0_g1	13671	ko03420	Nucleotide excision repair
TRINITY_DN247372_c0_g1	13671	ko03430	Mismatch repair
TRINITY_DN247372_c0_g1	13671	ko03440	Homologous recombination
TRINITY_DN49092_c0_g1	4127	ko02010	ABC transporters
TRINITY_DN25429_c0_g1	8569	ko00562	Inositol phosphate metabolism
TRINITY_DN38011_c0_g1	6020	ko03015	mRNA surveillance pathway
TRINITY_DN28226_c0_g1	6360	ko04075	Plant hormone signal transduction
TRINITY_DN8260_c0_g1	1826	ko00260	Glycine, serine and threonine metabolism
TRINITY_DN8260_c0_g1	1826	ko00630	Glyoxylate and dicarboxylate metabolism
TRINITY_DN8260_c0_g1	1826	ko01100	Metabolic pathways
TRINITY_DN8260_c0_g1	1826	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN8260_c0_g1	1826	ko01200	Carbon metabolism
TRINITY_DN4587_c0_g1	2234	ko03010	Ribosome
TRINITY_DN42613_c0_g1	1072	ko03060	Protein export
TRINITY_DN8429_c0_g1	12111	ko03015	mRNA surveillance pathway
TRINITY_DN8429_c0_g2	12112	ko00260	Glycine, serine and threonine metabolism
TRINITY_DN8429_c0_g2	12112	ko00630	Glyoxylate and dicarboxylate metabolism
TRINITY_DN8429_c0_g2	12112	ko01100	Metabolic pathways
TRINITY_DN8429_c0_g2	12112	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN8429_c0_g2	12112	ko01200	Carbon metabolism
TRINITY_DN10937_c0_g1	8324	ko00790	Folate biosynthesis
TRINITY_DN10937_c0_g1	8324	ko01100	Metabolic pathways
TRINITY_DN50155_c0_g1	11810	ko03030	DNA replication
TRINITY_DN2394_c2_g1	6211	ko04145	Phagosome
TRINITY_DN96588_c0_g1	4925	ko00564	Glycerophospholipid metabolism
TRINITY_DN96588_c0_g1	4925	ko00565	Ether lipid metabolism
TRINITY_DN96588_c0_g1	4925	ko01100	Metabolic pathways
TRINITY_DN96588_c0_g1	4925	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN96588_c0_g1	4925	ko04144	Endocytosis
TRINITY_DN746_c0_g1	10734	ko00970	Aminoacyl-tRNA biosynthesis
TRINITY_DN28412_c1_g1	9294	ko04120	Ubiquitin mediated proteolysis
TRINITY_DN28412_c1_g1	9294	ko04141	Protein processing in endoplasmic reticulum
TRINITY_DN38532_c0_g1	12188	ko00480	Glutathione metabolism
TRINITY_DN68484_c0_g1	9838	ko04120	Ubiquitin mediated proteolysis
TRINITY_DN82996_c0_g1	12075	ko03440	Homologous recombination
TRINITY_DN30791_c0_g1	3170	ko04141	Protein processing in endoplasmic reticulum
TRINITY_DN28082_c0_g1	10965	ko04144	Endocytosis
TRINITY_DN1649_c0_g1	12012	ko00020	Citrate cycle (TCA cycle)
TRINITY_DN1649_c0_g1	12012	ko00190	Oxidative phosphorylation
TRINITY_DN1649_c0_g1	12012	ko01100	Metabolic pathways
TRINITY_DN1649_c0_g1	12012	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN1649_c0_g1	12012	ko01200	Carbon metabolism
TRINITY_DN168486_c0_g1	13062	ko00901	Indole alkaloid biosynthesis
TRINITY_DN168486_c0_g1	13062	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN14377_c0_g1	3006	ko03440	Homologous recombination
TRINITY_DN28082_c0_g4	10964	ko04144	Endocytosis
TRINITY_DN16414_c0_g1	8713	ko00380	Tryptophan metabolism
TRINITY_DN16414_c0_g1	8713	ko01100	Metabolic pathways
TRINITY_DN39397_c0_g1	12038	ko04141	Protein processing in endoplasmic reticulum
TRINITY_DN41763_c0_g1	1155	ko00510	N-Glycan biosynthesis
TRINITY_DN41763_c0_g1	1155	ko01100	Metabolic pathways
TRINITY_DN49067_c0_g1	4121	ko00230	Purine metabolism
TRINITY_DN49067_c0_g1	4121	ko00240	Pyrimidine metabolism
TRINITY_DN49067_c0_g1	4121	ko01100	Metabolic pathways
TRINITY_DN49067_c0_g1	4121	ko03020	RNA polymerase
TRINITY_DN3302_c0_g1	8930	ko04712	Circadian rhythm - plant
TRINITY_DN73243_c0_g1	10622	ko00940	Phenylpropanoid biosynthesis
TRINITY_DN73243_c0_g1	10622	ko00941	Flavonoid biosynthesis
TRINITY_DN73243_c0_g1	10622	ko00945	Stilbenoid, diarylheptanoid and gingerol biosynthesis
TRINITY_DN73243_c0_g1	10622	ko01100	Metabolic pathways
TRINITY_DN73243_c0_g1	10622	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN43574_c0_g1	8496	ko00940	Phenylpropanoid biosynthesis
TRINITY_DN43574_c0_g1	8496	ko01100	Metabolic pathways
TRINITY_DN43574_c0_g1	8496	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN5608_c0_g1	34	ko00790	Folate biosynthesis
TRINITY_DN5608_c0_g1	34	ko01100	Metabolic pathways
TRINITY_DN177723_c0_g2	12770	ko03030	DNA replication
TRINITY_DN177723_c0_g2	12770	ko03420	Nucleotide excision repair
TRINITY_DN177723_c0_g2	12770	ko03430	Mismatch repair
TRINITY_DN177723_c0_g2	12770	ko03440	Homologous recombination
TRINITY_DN123_c0_g1	7704	ko04626	Plant-pathogen interaction
TRINITY_DN123_c0_g2	7705	ko04626	Plant-pathogen interaction
TRINITY_DN224548_c0_g1	13520	ko03010	Ribosome
TRINITY_DN31885_c0_g1	5871	ko00600	Sphingolipid metabolism
TRINITY_DN31885_c0_g1	5871	ko01100	Metabolic pathways
TRINITY_DN2747_c0_g1	2447	ko03010	Ribosome
TRINITY_DN19768_c0_g1	200	ko00511	Other glycan degradation
TRINITY_DN168371_c0_g1	12353	ko03013	RNA transport
TRINITY_DN168371_c0_g1	12353	ko03015	mRNA surveillance pathway
TRINITY_DN48388_c0_g1	4429	ko00240	Pyrimidine metabolism
TRINITY_DN48388_c0_g1	4429	ko01100	Metabolic pathways
TRINITY_DN8514_c1_g1	2643	ko00400	Phenylalanine, tyrosine and tryptophan biosynthesis
TRINITY_DN8514_c1_g1	2643	ko01100	Metabolic pathways
TRINITY_DN8514_c1_g1	2643	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN8514_c1_g1	2643	ko01230	Biosynthesis of amino acids
TRINITY_DN29560_c0_g1	12267	ko03008	Ribosome biogenesis in eukaryotes
TRINITY_DN23958_c0_g1	4364	ko00230	Purine metabolism
TRINITY_DN23958_c0_g1	4364	ko00261	Monobactam biosynthesis
TRINITY_DN23958_c0_g1	4364	ko00450	Selenocompound metabolism
TRINITY_DN23958_c0_g1	4364	ko00920	Sulfur metabolism
TRINITY_DN23958_c0_g1	4364	ko01100	Metabolic pathways
TRINITY_DN20189_c0_g1	6532	ko03015	mRNA surveillance pathway
TRINITY_DN224_c0_g2	2961	ko00970	Aminoacyl-tRNA biosynthesis
TRINITY_DN28819_c1_g1	178	ko00073	Cutin, suberine and wax biosynthesis
TRINITY_DN28819_c1_g1	178	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN198636_c0_g1	12872	ko00520	Amino sugar and nucleotide sugar metabolism
TRINITY_DN198636_c0_g1	12872	ko01100	Metabolic pathways
TRINITY_DN2799_c0_g4	2448	ko04075	Plant hormone signal transduction
TRINITY_DN29889_c0_g1	3138	ko00970	Aminoacyl-tRNA biosynthesis
TRINITY_DN20890_c0_g1	7942	ko00500	Starch and sucrose metabolism
TRINITY_DN20890_c0_g1	7942	ko01100	Metabolic pathways
TRINITY_DN2799_c0_g1	2449	ko00230	Purine metabolism
TRINITY_DN2799_c0_g1	2449	ko00240	Pyrimidine metabolism
TRINITY_DN2799_c0_g1	2449	ko01100	Metabolic pathways
TRINITY_DN2799_c0_g1	2449	ko03020	RNA polymerase
TRINITY_DN30509_c0_g1	12337	ko00270	Cysteine and methionine metabolism
TRINITY_DN30509_c0_g1	12337	ko01100	Metabolic pathways
TRINITY_DN30509_c0_g1	12337	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN30509_c0_g1	12337	ko04016	MAPK signaling pathway - plant
TRINITY_DN2799_c0_g2	2450	ko00230	Purine metabolism
TRINITY_DN2799_c0_g2	2450	ko00240	Pyrimidine metabolism
TRINITY_DN2799_c0_g2	2450	ko01100	Metabolic pathways
TRINITY_DN2799_c0_g2	2450	ko03020	RNA polymerase
TRINITY_DN1244_c0_g3	8363	ko00520	Amino sugar and nucleotide sugar metabolism
TRINITY_DN1244_c0_g3	8363	ko01100	Metabolic pathways
TRINITY_DN1244_c0_g2	8362	ko00520	Amino sugar and nucleotide sugar metabolism
TRINITY_DN1244_c0_g2	8362	ko01100	Metabolic pathways
TRINITY_DN1244_c0_g1	8361	ko00520	Amino sugar and nucleotide sugar metabolism
TRINITY_DN1244_c0_g1	8361	ko01100	Metabolic pathways
TRINITY_DN28713_c1_g1	95	ko04120	Ubiquitin mediated proteolysis
TRINITY_DN28713_c1_g1	95	ko04141	Protein processing in endoplasmic reticulum
TRINITY_DN4092_c0_g1	3307	ko00020	Citrate cycle (TCA cycle)
TRINITY_DN4092_c0_g1	3307	ko00310	Lysine degradation
TRINITY_DN4092_c0_g1	3307	ko00380	Tryptophan metabolism
TRINITY_DN4092_c0_g1	3307	ko01100	Metabolic pathways
TRINITY_DN4092_c0_g1	3307	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN4092_c0_g1	3307	ko01200	Carbon metabolism
TRINITY_DN4453_c0_g1	11674	ko04130	SNARE interactions in vesicular transport
TRINITY_DN61604_c1_g1	8351	ko04120	Ubiquitin mediated proteolysis
TRINITY_DN61604_c1_g1	8351	ko04141	Protein processing in endoplasmic reticulum
TRINITY_DN28029_c0_g1	10973	ko00480	Glutathione metabolism
TRINITY_DN28029_c0_g1	10973	ko01100	Metabolic pathways
TRINITY_DN7341_c0_g1	9306	ko03440	Homologous recombination
TRINITY_DN40173_c0_g1	4487	ko00280	Valine, leucine and isoleucine degradation
TRINITY_DN40173_c0_g1	4487	ko01100	Metabolic pathways
TRINITY_DN40989_c0_g1	1443	ko00010	Glycolysis / Gluconeogenesis
TRINITY_DN40989_c0_g1	1443	ko01100	Metabolic pathways
TRINITY_DN40989_c0_g1	1443	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN33214_c0_g1	10168	ko03050	Proteasome
TRINITY_DN6797_c1_g1	2866	ko03015	mRNA surveillance pathway
TRINITY_DN9806_c0_g1	10901	ko00564	Glycerophospholipid metabolism
TRINITY_DN9806_c0_g1	10901	ko00565	Ether lipid metabolism
TRINITY_DN9806_c0_g1	10901	ko01100	Metabolic pathways
TRINITY_DN9806_c0_g1	10901	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN9806_c0_g1	10901	ko04144	Endocytosis
TRINITY_DN22279_c0_g1	12222	ko00270	Cysteine and methionine metabolism
TRINITY_DN22279_c0_g1	12222	ko00920	Sulfur metabolism
TRINITY_DN22279_c0_g1	12222	ko01100	Metabolic pathways
TRINITY_DN22279_c0_g1	12222	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN22279_c0_g1	12222	ko01200	Carbon metabolism
TRINITY_DN22279_c0_g1	12222	ko01230	Biosynthesis of amino acids
TRINITY_DN21606_c0_g1	7802	ko04626	Plant-pathogen interaction
TRINITY_DN7595_c0_g1	7397	ko00500	Starch and sucrose metabolism
TRINITY_DN7595_c0_g1	7397	ko01100	Metabolic pathways
TRINITY_DN7595_c0_g1	7397	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN191372_c0_g1	12534	ko03015	mRNA surveillance pathway
TRINITY_DN50943_c0_g1	8804	ko03013	RNA transport
TRINITY_DN50943_c0_g1	8804	ko03015	mRNA surveillance pathway
TRINITY_DN50943_c0_g1	8804	ko03018	RNA degradation
TRINITY_DN4188_c0_g1	5983	ko03010	Ribosome
TRINITY_DN9525_c0_g1	9951	ko04626	Plant-pathogen interaction
TRINITY_DN9306_c0_g1	11934	ko00900	Terpenoid backbone biosynthesis
TRINITY_DN9306_c0_g1	11934	ko00904	Diterpenoid biosynthesis
TRINITY_DN9306_c0_g1	11934	ko00909	Sesquiterpenoid and triterpenoid biosynthesis
TRINITY_DN9306_c0_g1	11934	ko01100	Metabolic pathways
TRINITY_DN9306_c0_g1	11934	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN1549_c0_g1	9142	ko00250	Alanine, aspartate and glutamate metabolism
TRINITY_DN1549_c0_g1	9142	ko00520	Amino sugar and nucleotide sugar metabolism
TRINITY_DN1549_c0_g1	9142	ko01100	Metabolic pathways
TRINITY_DN21390_c0_g1	4840	ko00010	Glycolysis / Gluconeogenesis
TRINITY_DN21390_c0_g1	4840	ko00052	Galactose metabolism
TRINITY_DN21390_c0_g1	4840	ko01100	Metabolic pathways
TRINITY_DN21390_c0_g1	4840	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN142837_c0_g1	13151	ko00190	Oxidative phosphorylation
TRINITY_DN1695_c0_g1	11994	ko03008	Ribosome biogenesis in eukaryotes
TRINITY_DN51570_c0_g1	5445	ko00860	Porphyrin and chlorophyll metabolism
TRINITY_DN51570_c0_g1	5445	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN92650_c0_g1	4153	ko04626	Plant-pathogen interaction
TRINITY_DN33074_c0_g1	7135	ko04626	Plant-pathogen interaction
TRINITY_DN33074_c0_g2	7136	ko04626	Plant-pathogen interaction
TRINITY_DN33074_c0_g3	7137	ko04626	Plant-pathogen interaction
TRINITY_DN90634_c0_g1	5932	ko00460	Cyanoamino acid metabolism
TRINITY_DN90634_c0_g1	5932	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN90634_c0_g2	5933	ko00460	Cyanoamino acid metabolism
TRINITY_DN90634_c0_g2	5933	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN2369_c0_g1	6190	ko04145	Phagosome
TRINITY_DN30589_c0_g1	12332	ko00020	Citrate cycle (TCA cycle)
TRINITY_DN30589_c0_g1	12332	ko00630	Glyoxylate and dicarboxylate metabolism
TRINITY_DN30589_c0_g1	12332	ko01100	Metabolic pathways
TRINITY_DN30589_c0_g1	12332	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN30589_c0_g1	12332	ko01200	Carbon metabolism
TRINITY_DN30589_c0_g1	12332	ko01210	2-Oxocarboxylic acid metabolism
TRINITY_DN30589_c0_g1	12332	ko01230	Biosynthesis of amino acids
TRINITY_DN49962_c0_g1	1121	ko00940	Phenylpropanoid biosynthesis
TRINITY_DN49962_c0_g1	1121	ko01100	Metabolic pathways
TRINITY_DN49962_c0_g1	1121	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN44665_c0_g2	11319	ko04120	Ubiquitin mediated proteolysis
TRINITY_DN16639_c0_g2	11716	ko00900	Terpenoid backbone biosynthesis
TRINITY_DN16639_c0_g2	11716	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN14682_c0_g1	1517	ko04016	MAPK signaling pathway - plant
TRINITY_DN14682_c0_g1	1517	ko04075	Plant hormone signal transduction
TRINITY_DN2816_c0_g1	5226	ko00230	Purine metabolism
TRINITY_DN2816_c0_g1	5226	ko00240	Pyrimidine metabolism
TRINITY_DN17576_c3_g1	11554	ko00460	Cyanoamino acid metabolism
TRINITY_DN17576_c3_g1	11554	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN2816_c0_g2	5227	ko00230	Purine metabolism
TRINITY_DN2816_c0_g2	5227	ko00240	Pyrimidine metabolism
TRINITY_DN16284_c0_g1	1051	ko00290	Valine, leucine and isoleucine biosynthesis
TRINITY_DN16284_c0_g1	1051	ko00620	Pyruvate metabolism
TRINITY_DN16284_c0_g1	1051	ko00966	Glucosinolate biosynthesis
TRINITY_DN16284_c0_g1	1051	ko01100	Metabolic pathways
TRINITY_DN16284_c0_g1	1051	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN16284_c0_g1	1051	ko01210	2-Oxocarboxylic acid metabolism
TRINITY_DN16284_c0_g1	1051	ko01230	Biosynthesis of amino acids
TRINITY_DN13408_c1_g2	3108	ko00052	Galactose metabolism
TRINITY_DN13408_c1_g2	3108	ko00511	Other glycan degradation
TRINITY_DN13408_c1_g2	3108	ko00531	Glycosaminoglycan degradation
TRINITY_DN13408_c1_g2	3108	ko00600	Sphingolipid metabolism
TRINITY_DN13408_c1_g2	3108	ko00604	Glycosphingolipid biosynthesis - ganglio series
TRINITY_DN13408_c1_g2	3108	ko01100	Metabolic pathways
TRINITY_DN13408_c1_g3	3107	ko00052	Galactose metabolism
TRINITY_DN13408_c1_g3	3107	ko00511	Other glycan degradation
TRINITY_DN13408_c1_g3	3107	ko00531	Glycosaminoglycan degradation
TRINITY_DN13408_c1_g3	3107	ko00600	Sphingolipid metabolism
TRINITY_DN13408_c1_g3	3107	ko00604	Glycosphingolipid biosynthesis - ganglio series
TRINITY_DN13408_c1_g3	3107	ko01100	Metabolic pathways
TRINITY_DN19112_c1_g1	6433	ko04144	Endocytosis
TRINITY_DN54033_c0_g2	191	ko00630	Glyoxylate and dicarboxylate metabolism
TRINITY_DN54033_c0_g2	191	ko00710	Carbon fixation in photosynthetic organisms
TRINITY_DN54033_c0_g2	191	ko01100	Metabolic pathways
TRINITY_DN54033_c0_g2	191	ko01200	Carbon metabolism
TRINITY_DN9704_c0_g1	8017	ko00670	One carbon pool by folate
TRINITY_DN9704_c0_g1	8017	ko01100	Metabolic pathways
TRINITY_DN9704_c0_g1	8017	ko01200	Carbon metabolism
TRINITY_DN53420_c0_g1	3669	ko00740	Riboflavin metabolism
TRINITY_DN53420_c0_g1	3669	ko01100	Metabolic pathways
TRINITY_DN53420_c0_g1	3669	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN3132_c0_g1	3529	ko04626	Plant-pathogen interaction
TRINITY_DN13398_c0_g1	7622	ko00220	Arginine biosynthesis
TRINITY_DN13398_c0_g1	7622	ko00250	Alanine, aspartate and glutamate metabolism
TRINITY_DN13398_c0_g1	7622	ko00710	Carbon fixation in photosynthetic organisms
TRINITY_DN13398_c0_g1	7622	ko01100	Metabolic pathways
TRINITY_DN13398_c0_g1	7622	ko01200	Carbon metabolism
TRINITY_DN13398_c0_g1	7622	ko01210	2-Oxocarboxylic acid metabolism
TRINITY_DN13398_c0_g1	7622	ko01230	Biosynthesis of amino acids
TRINITY_DN22248_c1_g1	12213	ko00564	Glycerophospholipid metabolism
TRINITY_DN3819_c0_g1	333	ko00230	Purine metabolism
TRINITY_DN3819_c0_g1	333	ko00240	Pyrimidine metabolism
TRINITY_DN3819_c0_g1	333	ko01100	Metabolic pathways
TRINITY_DN3819_c0_g1	333	ko03020	RNA polymerase
TRINITY_DN10240_c0_g1	6782	ko04144	Endocytosis
TRINITY_DN33391_c1_g1	10249	ko00940	Phenylpropanoid biosynthesis
TRINITY_DN33391_c1_g1	10249	ko01100	Metabolic pathways
TRINITY_DN33391_c1_g1	10249	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN15939_c1_g1	11869	ko00460	Cyanoamino acid metabolism
TRINITY_DN15939_c1_g1	11869	ko00500	Starch and sucrose metabolism
TRINITY_DN15939_c1_g1	11869	ko00940	Phenylpropanoid biosynthesis
TRINITY_DN15939_c1_g1	11869	ko01100	Metabolic pathways
TRINITY_DN15939_c1_g1	11869	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN8609_c0_g1	10097	ko00510	N-Glycan biosynthesis
TRINITY_DN8609_c0_g1	10097	ko01100	Metabolic pathways
TRINITY_DN8609_c0_g2	10098	ko00510	N-Glycan biosynthesis
TRINITY_DN8609_c0_g2	10098	ko01100	Metabolic pathways
TRINITY_DN91915_c2_g1	4444	ko00061	Fatty acid biosynthesis
TRINITY_DN91915_c2_g1	4444	ko00620	Pyruvate metabolism
TRINITY_DN91915_c2_g1	4444	ko00640	Propanoate metabolism
TRINITY_DN91915_c2_g1	4444	ko01100	Metabolic pathways
TRINITY_DN91915_c2_g1	4444	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN91915_c2_g1	4444	ko01212	Fatty acid metabolism
TRINITY_DN4250_c0_g1	1484	ko00310	Lysine degradation
TRINITY_DN31840_c0_g1	5889	ko00730	Thiamine metabolism
TRINITY_DN31840_c0_g1	5889	ko01100	Metabolic pathways
TRINITY_DN11216_c0_g1	2019	ko00561	Glycerolipid metabolism
TRINITY_DN11216_c0_g1	2019	ko01100	Metabolic pathways
TRINITY_DN7727_c1_g2	5524	ko04075	Plant hormone signal transduction
TRINITY_DN2703_c0_g1	2446	ko00220	Arginine biosynthesis
TRINITY_DN2703_c0_g1	2446	ko01100	Metabolic pathways
TRINITY_DN2703_c0_g1	2446	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN2703_c0_g1	2446	ko01210	2-Oxocarboxylic acid metabolism
TRINITY_DN2703_c0_g1	2446	ko01230	Biosynthesis of amino acids
TRINITY_DN7727_c1_g1	5525	ko04075	Plant hormone signal transduction
TRINITY_DN60242_c0_g1	2377	ko04120	Ubiquitin mediated proteolysis
TRINITY_DN60242_c0_g1	2377	ko04141	Protein processing in endoplasmic reticulum
TRINITY_DN59809_c0_g1	8486	ko00190	Oxidative phosphorylation
TRINITY_DN59809_c0_g1	8486	ko01100	Metabolic pathways
TRINITY_DN39922_c0_g2	5805	ko03010	Ribosome
TRINITY_DN73299_c0_g1	10623	ko00190	Oxidative phosphorylation
TRINITY_DN73299_c0_g1	10623	ko01100	Metabolic pathways
TRINITY_DN73299_c0_g1	10623	ko04145	Phagosome
TRINITY_DN31984_c0_g1	1565	ko00310	Lysine degradation
TRINITY_DN29486_c1_g1	4668	ko03040	Spliceosome
TRINITY_DN39714_c0_g3	10428	ko00520	Amino sugar and nucleotide sugar metabolism
TRINITY_DN39714_c0_g3	10428	ko01100	Metabolic pathways
TRINITY_DN39714_c0_g2	10427	ko00520	Amino sugar and nucleotide sugar metabolism
TRINITY_DN39714_c0_g2	10427	ko01100	Metabolic pathways
TRINITY_DN27694_c0_g1	2038	ko00940	Phenylpropanoid biosynthesis
TRINITY_DN27694_c0_g1	2038	ko01100	Metabolic pathways
TRINITY_DN27694_c0_g1	2038	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN25000_c0_g1	10074	ko00073	Cutin, suberine and wax biosynthesis
TRINITY_DN25000_c0_g1	10074	ko01100	Metabolic pathways
TRINITY_DN12184_c0_g1	9369	ko03015	mRNA surveillance pathway
TRINITY_DN1432_c0_g1	6299	ko00190	Oxidative phosphorylation
TRINITY_DN1997_c3_g1	5318	ko00190	Oxidative phosphorylation
TRINITY_DN1997_c3_g1	5318	ko01100	Metabolic pathways
TRINITY_DN3892_c0_g1	326	ko03060	Protein export
TRINITY_DN102141_c0_g1	12894	ko04146	Peroxisome
TRINITY_DN82933_c0_g1	12074	ko00940	Phenylpropanoid biosynthesis
TRINITY_DN82933_c0_g1	12074	ko01100	Metabolic pathways
TRINITY_DN82933_c0_g1	12074	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN1504_c1_g2	9128	ko00196	Photosynthesis - antenna proteins
TRINITY_DN1504_c1_g1	9129	ko00196	Photosynthesis - antenna proteins
TRINITY_DN60038_c0_g3	11621	ko00010	Glycolysis / Gluconeogenesis
TRINITY_DN60038_c0_g3	11621	ko00052	Galactose metabolism
TRINITY_DN60038_c0_g3	11621	ko01100	Metabolic pathways
TRINITY_DN60038_c0_g3	11621	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN34301_c0_g1	970	ko00051	Fructose and mannose metabolism
TRINITY_DN13450_c0_g1	3093	ko00500	Starch and sucrose metabolism
TRINITY_DN13450_c0_g1	3093	ko01100	Metabolic pathways
TRINITY_DN13450_c0_g1	3093	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN29303_c0_g1	9206	ko00514	Other types of O-glycan biosynthesis
TRINITY_DN49258_c0_g1	11774	ko00380	Tryptophan metabolism
TRINITY_DN49258_c0_g1	11774	ko01100	Metabolic pathways
TRINITY_DN49258_c0_g2	11775	ko00380	Tryptophan metabolism
TRINITY_DN49258_c0_g2	11775	ko01100	Metabolic pathways
TRINITY_DN39266_c0_g1	4455	ko04075	Plant hormone signal transduction
TRINITY_DN6092_c0_g1	1217	ko04122	Sulfur relay system
TRINITY_DN39805_c0_g1	10489	ko04144	Endocytosis
TRINITY_DN50613_c0_g1	5592	ko03008	Ribosome biogenesis in eukaryotes
TRINITY_DN88782_c0_g1	3256	ko03030	DNA replication
TRINITY_DN88782_c0_g1	3256	ko03420	Nucleotide excision repair
TRINITY_DN88782_c0_g1	3256	ko03430	Mismatch repair
